id,level,displayName,message,tags,description,helpLink,probes,target.type,target.platform,target.engineEdition,target.version,target.name.not,threshold
TF6498,Warning,TF 6498 enables additional concurrent large queries,Trace Flag 6498 does not apply to this SQL Server version. Verify need to set a non-default trace flag with the current system build and configuration.,"['DefaultRuleset', 'TraceFlag', 'Performance', 'Memory']","Trace Flag 6498 enables more than one large query compilation to gain access to the big gateway when there is sufficient memory available.
 However, this trace flag does not apply to this SQL Server version.
 This trace flag can be used to keep memory usage for the compilation of incoming queries under control, avoiding compilation waits for concurrent large queries.
 Starting with SQL Server 2014 SP2 and SQL Server 2016, this behavior is controlled by the engine and trace flag 1236 has no effect.",https://support.microsoft.com/help/3024815,['EnabledGlobalTraceFlags'],Server,Windows,OnPremises,"[11.0,)",,
TF6532,Information,TF 6532 enables performance improvements for Spatial data,Enable trace flag 6532 to enable performance improvements for Spatial data.,"['DefaultRuleset', 'TraceFlag', 'Performance']","Trace Flag 6532 enables performance improvements of query operations with spatial data types.
 The performance gain will vary, depending on the configuration, the types of queries, and the objects.",https://support.microsoft.com/help/3107399,['EnabledGlobalTraceFlags'],Server,Windows,OnPremises,"['[11.0.6020,11.0.6518)']",,
TF6532.6533,Warning,TF 6532 and TF 6533 enable performance improvements for Spatial data,Trace flags 6532 and 6533 do not apply to this SQL Server version. Verify need to set a non-default trace flag with the current system build and configuration.,"['DefaultRuleset', 'TraceFlag', 'Performance']","Trace flags 6532 and 6533 enable performance improvements of query operations with spatial data types.
 However, this trace flag does not apply to this SQL Server version.
 Starting with SQL Server 2016, this behavior is controlled by the engine and trace flags 6532 and 6533 have no effect.",https://support.microsoft.com/help/3107399,['EnabledGlobalTraceFlags'],Server,Windows,OnPremises,"[11.0,)",,
TF6534,Warning,TF 6534 enables performance improvements for Spatial data,Trace flag 6534 does not apply to this SQL Server version. Verify need to set a non-default trace flag with the current system build and configuration.,"['DefaultRuleset', 'TraceFlag', 'Performance']","Trace Flag 6534 enables performance improvement of query operations with spatial data types.
 However, this trace flag does not apply to this SQL Server version.
 Verify need to set a Non-default trace flag with current system build and configuration.",https://support.microsoft.com/help/3107399,['EnabledGlobalTraceFlags'],Server,Windows,OnPremises,"[11.0,)",,
TF7412,Information,TF 7412 enables the lightweight profiling infrastructure for query troubleshooting,Enable trace flag 7412 to enables the lightweight profiling infrastructure for live query performance troubleshooting.,"['DefaultRuleset', 'TraceFlag', 'Performance']",Trace Flag 7412 enables the lightweight profiling infrastructure for live query performance troubleshooting. Consider enabling TF 7412 to have the ability to access runtime information on query execution plans for any session.,https://docs.microsoft.com/sql/relational-databases/performance/query-profiling-infrastructure,['EnabledGlobalTraceFlags'],Server,/^(Windows|Linux)$/,OnPremises,"[13.0.4001,15.0)",,
TF9024,Warning,TF 9024 converts a global log pool memory object into NUMA node memory object,Verify need to set a Non-default TF with current system build and configuration.,"['DefaultRuleset', 'TraceFlag', 'Performance', 'NUMA', 'Memory', 'CPU']",TF9024 converts a global log pool memory object into NUMA node partitioned memory object.,https://support.microsoft.com/help/2809338/fix-high-log-write-waits-counter-value-on-a-sql-server-2012-or-sql-ser,['EnabledGlobalTraceFlags'],Server,Windows,OnPremises,,,
TF8048,Warning,TF 8048 converts NUMA partitioned memory objects into CPU partitioned,Verify need to set a Non-default TF with current system build and configuration.,"['DefaultRuleset', 'TraceFlag', 'Performance', 'NUMA', 'CPU', 'Memory']",TF 8048 converts NUMA partitioned memory objects into CPU partitioned.,https://support.microsoft.com/help/2809338/fix-high-log-write-waits-counter-value-on-a-sql-server-2012-or-sql-ser,['EnabledGlobalTraceFlags'],Server,Windows,OnPremises,,,
DeprecatedFeatures,Warning,Deprecated or discontinued features should not be used,Detected deprecated or discontinued feature uses: @{DeprecatedFeature}. We recommend to replace them with features actual for SQL Server version @{ProductVersion}.,"['DefaultRuleset', 'Deprecated', 'Security', 'UpdateIssues', 'Performance']",This check detects deprecated or discontinued features used on target SQL Server instance. Deprecated features may be removed in a future release of SQL Server. Discontinued features have been removed from specific versions of SQL Server.,https://docs.microsoft.com/sql/relational-databases/performance-monitor/sql-server-deprecated-features-object,"['DeprecatedFeaturesStats', 'SQLServerVersion']",Server,/^(Windows|Linux)$/,"OnPremises, ManagedInstance","[11.0,)",/^(master|tempdb|model|msdb)$/,
SystemHealthSession,Warning,system_health XEvent session is not active,Start the session by using the ALTER EVENT SESSION statement or by using the Extended Events node in Object Explorer.,"['DefaultRuleset', 'XEvent', 'SystemHealth']","This session starts automatically when the SQL Server Database Engine starts, and runs without any noticeable performance effects. The session collects system data that you can use to help troubleshoot performance issues in the Database Engine.
 We recommend that you do not stop, alter, or delete the system health session.",https://docs.microsoft.com/sql/relational-databases/extended-events/use-the-system-health-session,['XEvent.SystemHealth'],Server,/^(Windows|Linux)$/,"OnPremises, ManagedInstance","[11.0,)",,
SPServerDiagnosticsSession,Warning,sp_server_diagnostics xEvent session is not active,Start the session by using the ALTER EVENT SESSION statement or by using the Extended Events node in Object Explorer.,"['DefaultRuleset', 'XEvent', 'SystemHealth']","This session starts automatically when the SQL Server Database Engine starts, and runs without any noticeable performance effects. The session collects system data that you can use to help troubleshoot performance issues in the Database Engine.
 We recommend that you do not stop, alter, or delete the system health session.",https://docs.microsoft.com/sql/relational-databases/system-stored-procedures/sp-server-diagnostics-transact-sql,['XEvent.SPServerDiagnostics'],Server,/^(Windows|Linux)$/,OnPremises,"[11.0,)",,
BlackboxTrace,Warning,Blackbox trace is configured and running,Make sure you still need the blackbox trace and stop it otherwise.,"['DefaultRuleset', 'Traces']","This trace is designed to behave similarly to an airplane black box, to help you diagnose intermittent server crashes. It consumes more resources than the default trace and should not be running for extended periods of time.",https://docs.microsoft.com/sql/relational-databases/system-stored-procedures/sp-trace-create-transact-sql,['CountBlackBoxTraces'],Server,/^(Windows|Linux)$/,OnPremises,"[11.0,)",,
DefaultTrace,Warning,No default trace was found or is not active,Make sure that there is enough space for SQL Server to write the default trace file. Then have the default trace run by disabling and re-enabling it.,"['DefaultRuleset', 'Traces']",Default trace provides troubleshooting assistance to database administrators by ensuring that they have the log data necessary to diagnose problems the first time they occur.,https://docs.microsoft.com/sql/relational-databases/policy-based-management/default-trace-log-files-disabled,['CountDefaultTraces'],Server,/^(Windows|Linux)$/,"OnPremises, ManagedInstance","[11.0,)",,
HintsStatistics,Information,Hints are being used,"We recommend that <join_hint>, <query_hint>, and <table_hint> be used only as a last resort by experienced developers and database administrators, because the SQL Server Query Optimizer typically selects the best execution plan for a query.","['DefaultRuleset', 'QueryOptimizer', 'Performance', 'Statistics']","Hints are options or strategies specified for enforcement by the SQL Server query processor on SELECT, INSERT, UPDATE, or DELETE statements. The hints override any execution plan the Query Optimizer might select for a query. Because the SQL Server Query Optimizer typically selects the best execution plan for a query, we recommend that <join_hint>, <query_hint>, and <table_hint> be used only as a last resort by experienced developers and database administrators.",https://docs.microsoft.com/sql/t-sql/queries/hints-transact-sql,['Hints.InstanceStatistics'],Server,/^(Windows|Linux)$/,"OnPremises, ManagedInstance","[11.0,)",,
HintsUsageInModules,Information,Hints usage in modules,@{Hint} was used in @{type_desc} @{Schema_Name}.@{Object_Name}.,"['DefaultRuleset', 'QueryOptimizer', 'Performance', 'Statistics']","Hints are options or strategies specified for enforcement by the SQL Server query processor on SELECT, INSERT, UPDATE, or DELETE statements. The hints override any execution plan the Query Optimizer might select for a query. Because the SQL Server Query Optimizer typically selects the best execution plan for a query, we recommend that <join_hint>, <query_hint>, and <table_hint> be used only as a last resort by experienced developers and database administrators.",https://docs.microsoft.com/sql/t-sql/queries/hints-transact-sql,['Hints.ModuleUsage'],Database,/^(Windows|Linux)$/,"OnPremises, ManagedInstance","[11.0,)",,
PlansUseRatio,Warning,Amount of single use plans in cache is high,Amount of single use plans in cache is high (@{SingleUsePlansUseRatio:P0}). Consider enabling the Optimize for ad hoc workloads setting on heavy OLTP ad-hoc workloads to conserve resources.,"['DefaultRuleset', 'Performance', 'QueryOptimizer']",Single use plans waste system resources.,https://docs.microsoft.com/sql/database-engine/configure-windows/optimize-for-ad-hoc-workloads-server-configuration-option,['CachedPlans.SingleUseRatio'],Server,/^(Windows|Linux)$/,"OnPremises, ManagedInstance","[11.0,)",,
HypotheticalIndexes,Warning,Hypothetical indexes found,Index @{IndexName} for @{Schema}.@{Object} is marked as hypothetical. It is recommended to drop hypothetical index @{IndexName} as soon as possible.,"['DefaultRuleset', 'Indexes', 'Performance']","Database has indexes that are marked as hypothetical. Hypothetical indexes are created by the Database Tuning Assistant (DTA) during its tests. If a DTA session was interrupted, these indexes may not be deleted. It is recommended to drop these objects as soon as possible.",https://blogs.technet.microsoft.com/anurag_sharma/2008/04/15/hypothetical-indexes,['Hypothetical.Indexes'],Database,/^(Windows|Linux)$/,"OnPremises, ManagedInstance","[11.0,)",/^(master|model|msdb|tempdb)$/,
HypotheticalStatistics,Warning,Hypothetical statistics found,Statistics @{StatName} for @{Schema}.@{Object} is hypothetical. It is recommended to drop hypothetical statistics @{StatName} as soon as possible.,"['DefaultRuleset', 'Statistics']","Database has statistics that are marked as hypothetical. Hypothetical statistics are created by the Database Tuning Assistant (DTA) during its tests. If a DTA session was interrupted, these statistics may not be deleted. It is recommended to drop these objects as soon as possible.",https://blogs.technet.microsoft.com/anurag_sharma/2008/04/15/hypothetical-indexes,['Hypothetical.Statistics'],Database,/^(Windows|Linux)$/,"OnPremises, ManagedInstance","[11.0,)",,
LatestCU,Warning,SQL Server instance is not up to date,Product version @{ProductVersion} is not the latest available. We recommend keeping your SQL Server up to date and install Service Packs and Cumulative Updates as they are released.,"['DefaultRuleset', 'Security', 'UpdateIssues']","On an installed instance of SQL Server, we recommend that you apply the latest security updates and critical updates including general distribution releases (GDRs), service packs (SPs), and cumulative updates (CUs).","https://support.microsoft.com/help/321185/how-to-determine-the-version-edition-and-update-level-of-sql-server-an, https://docs.microsoft.com/sql/database-engine/install-windows/install-sql-server-servicing-updates",['SQLServerVersion'],Server,/^(Windows|Linux)$/,OnPremises,"[11.0,)",,
FKNoIndexes,Warning,Foreign key constraints should have corresponding indexes,Create a corresponding index for each foreign key. There is no index on the following foreign keys: @{ConstraintName}.,"['DefaultRuleset', 'Performance', 'Indexes']","Unlike primary key constraints, creating a foreign key constraint does not automatically create a corresponding index. However, manually creating an index on a foreign key is often useful.",https://docs.microsoft.com/sql/relational-databases/tables/primary-and-foreign-key-constraints,['FKNoIndexes'],Database,/^(Windows|Linux)$/,"OnPremises, ManagedInstance","[11.0,)",/^(master|model|msdb|tempdb)$/,
MissedIndexes,Information,Potentially missing indexes,Create an index on @{Table} with key columns @{KeyCols}@{IncludedCols: and included columns: #},"['DefaultRuleset', 'Performance', 'Indexes']",Potentially missing indexes were found based on query history. It may be important to revise them.,https://docs.microsoft.com/sql/relational-databases/sql-server-index-design-guide,['MissedIndexes'],Database,/^(Windows|Linux)$/,"OnPremises, ManagedInstance","[11.0,)",/^(master|model|msdb|tempdb)$/,
FullBackup,Warning,Full backup is missed or outdated,The last full backup had been created more than @{threshold} days ago. Create a new full backup.,"['DefaultRuleset', 'Backup']",Database doesn't have any full backup or the latest full backup is over 7 days.,https://docs.microsoft.com/sql/relational-databases/backup-restore/create-a-full-database-backup-sql-server,['DatabaseBackups'],Database,/^(Windows|Linux)$/,OnPremises,"[11.0,)",/^(model|tempdb)$/,7
OutdatedTranLogBackup,Warning,Transaction Log backup is missed or outdated,Create a backup of Transaction Log. Database recovery model: @{recovery_model_desc},"['DefaultRuleset', 'Backup']","Database does not have any transaction Log backup since the latest full or differential backup, or it's older than 24H.",https://docs.microsoft.com/sql/relational-databases/backup-restore/back-up-a-transaction-log-sql-server,['DatabaseBackups'],Database,/^(Windows|Linux)$/,OnPremises,"[11.0,)",/^(master|model|msdb|tempdb)$/,
DbDiffCollation,Warning,Database collation doesn't match the collation of master,Keep database collation the same as the collation for master or model,"['DefaultRuleset', 'DBConfiguration', 'Collation']","We recommend that the collations of user-defined databases match the collation of master or model. Otherwise, collation conflicts can occur that might prevent code from executing. For example, when a stored procedure joins one table to a temporary table, SQL Server might end the batch and return a collation conflict error if the collations of the user-defined database and the model database are different. This occurs because temporary tables are created in tempdb, which bases its collation on that of model.",https://docs.microsoft.com/sql/database-engine/set-collation-user-defined-databases-match-master-model-databases,['DatabaseConfiguration'],Database,/^(Windows|Linux)$/,"OnPremises, ManagedInstance","[11.0,)",,
AutoClose,Warning,Auto Close Option should be OFF,Set AUTO_CLOSE option to OFF,"['DefaultRuleset', 'Performance', 'DBConfiguration']","When AUTO_CLOSE is set ON, this can cause performance degradation on frequently accessed databases because of the increased overhead of opening and closing the database after each connection. AUTO_CLOSE also flushes the procedure cache after each connection.",https://docs.microsoft.com/sql/relational-databases/policy-based-management/set-the-auto-close-database-option-to-off,['DatabaseConfiguration'],Database,/^(Windows|Linux)$/,OnPremises,"[11.0,)",/^(master|msdb|tempdb)$/,
AutoShrink,Warning,Auto Shrink Option should be OFF,Set AUTO_SHRINK option to OFF,"['DefaultRuleset', 'DBConfiguration', 'Performance']","Shrinking databases is the fastest way to achieve fragmentation.  SQL Server goes to the last page in the database, moves it to the first free available space, and then repeats the process again. This shuffles the deck, putting your pages out of order.",https://blogs.msdn.microsoft.com/buckwoody/2009/07/01/sql-server-best-practices-auto-shrink-should-be-off,['DatabaseConfiguration'],Database,/^(Windows|Linux)$/,"OnPremises, ManagedInstance","[11.0,)",/^(master|msdb|tempdb)$/,
PageVerify,Warning,PAGE_VERIFY option should be CHECKSUM,Set PAGE_VERIFY option to CHECKSUM,"['DefaultRuleset', 'DBConfiguration', 'DataIntegrity']","When CHECKSUM is enabled for the PAGE_VERIFY database option, the SQL Server Database Engine calculates a checksum over the contents of the whole page, and stores the value in the page header when a page is written to disk. When the page is read from disk, the checksum is recomputed and compared to the checksum value that is stored in the page header. This helps provide a high level of data-file integrity.",https://docs.microsoft.com/sql/relational-databases/policy-based-management/set-the-page-verify-database-option-to-checksum,['DatabaseConfiguration'],Database,/^(Windows|Linux)$/,OnPremises,"[11.0,)",/^(master|msdb|tempdb)$/,
DbChaining,Warning,Cross-Database Access should be disabled,Set DB_CHAINING option to OFF,"['DefaultRuleset', 'DBConfiguration', 'Security']",Ownership chaining across databases is turned off by default. Microsoft recommends that you disable cross-database ownership chaining because it exposes you to the additional security risks.,https://docs.microsoft.com/dotnet/framework/data/adonet/sql/enabling-cross-database-access-in-sql-server,['DatabaseConfiguration'],Database,/^(Windows|Linux)$/,"OnPremises, ManagedInstance","[11.0,)",/^(master|msdb|tempdb)$/,
AutoCreateStatsIncremental,Warning,Incremental option of auto stats should be ON,Set AUTO_CREATE_STATISTICS to ON and set INCREMENTAL to ON,"['DefaultRuleset', 'DBConfiguration', 'Statistics', 'Performance']","Incremental statistics update at partition level is a feature introduced in SQL Server 2014. When the option INCREMENTAL is turn on at the database level, newly auto created column statistics will use incremental statistics on partitioned tables by default.",https://docs.microsoft.com/sql/relational-databases/statistics/statistics,['DatabaseConfiguration'],Database,/^(Windows|Linux)$/,"OnPremises, ManagedInstance","[12.0,)",/^(master|msdb|tempdb)$/,
TrustWorthy,Warning,TRUSTWORTHY should be OFF,Set TRUSTWORTHY option to OFF,"['DefaultRuleset', 'DBConfiguration', 'Security']","You can use the TRUSTWORTHY database setting to indicate whether the instance of Microsoft SQL Server trusts the database and the contents within the database. By default, this setting is set to OFF to mitigate certain threats that may be present when a database is attached to the server.",https://support.microsoft.com/help/2183687/guidelines-for-using-the-trustworthy-database-setting-in-sql-server,['DatabaseConfiguration'],Database,/^(Windows|Linux)$/,OnPremises,"[11.0,)",/^(master|msdb|tempdb)$/,
ParameterizationNotSimple,Warning,PARAMETERIZATION should be SIMPLE,"Set PARAMETERIZATION = SIMPLE and use forced parameterization only on a certain class of queries, instead of all queries","['DefaultRuleset', 'DBConfiguration', 'Performance', 'QueryOptimizer']","When the PARAMETERIZATION database option is set to SIMPLE, the SQL Server query optimizer may choose to parameterize the queries. This means that any literal values that are contained in a query are substituted with parameters. This process is referred to as simple parameterization. When SIMPLE parameterization is in effect, you cannot control which queries are parameterized and which queries are not. However, you can specify that all queries in a database be parameterized by setting the PARAMETERIZATION database option to FORCED.
 
 Regardless of whether you have a Plan-Stability or not, SQL Server will always auto parameterize your SQL Statements, and reuse the cached execution plan over and over again. It doesn't matter how terrible the execution plan is. Therefore you have to know in exact detail the shape of your execution plans, and whether they can lead to some performance related problems.",https://docs.microsoft.com/sql/relational-databases/performance/specify-query-parameterization-behavior-by-using-plan-guides,['DatabaseConfiguration'],Database,/^(Windows|Linux)$/,"OnPremises, ManagedInstance","[11.0,)",/^(master|msdb|tempdb)$/,
TempDBFilesNotSameSize,Warning,TempDB data files are not the same size,Make all TempDB data files the same size,"['DefaultRuleset', 'TempDB', 'Performance', 'DBFileConfiguration']",We recommend that you create all TempDB data files at the same size.,https://support.microsoft.com/kb/2154845,['TempDBFiles'],Server,/^(Windows|Linux)$/,OnPremises,"[11.0,)",,
TempDBFilesMultiple4,Warning,Number of TempDB data files should be in multiples of 4,Make sure number of TempDB data files is in multiples of 4,"['DefaultRuleset', 'TempDB', 'Performance', 'DBFileConfiguration']","Number of TempDB data files should correlate with the number of (logical) processors on the machine. As a general rule, if the number of logical processors is less than or equal to 8, use the same number of data files as logical processors. If the number of logical processors is greater than 8, use 8 data files and then if contention continues, increase the number of data files by multiples of 4 until the contention is reduced to acceptable levels or make changes to the workload/code.",https://support.microsoft.com/kb/2154845,"[{'id': 'DatabaseMasterFiles', 'params': {'dbId': 2, 'type': 0}, 'transform': {'type': 'aggregate', 'map': {'physical_name': 'count'}}}, 'ServerInstanceConfiguration']",Server,/^(Windows|Linux)$/,OnPremises,"[11.0,)",,
TempDBFiles1PerCPU,Warning,Number of TempDB data files should depend on CPU count,Make sure to have 1 data file per logical processor (processors count: @{online_logical_processors}),"['DefaultRuleset', 'TempDB', 'Performance', 'DBFileConfiguration']","Number of TempDB data files should correlate with the number of (logical) processors on the machine. As a general rule, if the number of logical processors is less than or equal to 8, use the same number of data files as logical processors. If the number of logical processors is greater than 8, use 8 data files and then if contention continues, increase the number of data files by multiples of 4 until the contention is reduced to acceptable levels or make changes to the workload/code.",https://support.microsoft.com/kb/2154845,"[{'id': 'DatabaseMasterFiles', 'params': {'dbId': 2, 'type': 0}, 'transform': {'type': 'aggregate', 'map': {'physical_name': 'count'}}}, 'ServerInstanceConfiguration']",Server,/^(Windows|Linux)$/,OnPremises,"[11.0,)",,
TempDBFilesNotLess8,Warning,Number of TempDB data files should be at least 8,"Add extra data files to TempDB. There are @{physical_name} data files, should be at least 8","['DefaultRuleset', 'TempDB', 'Performance', 'DBFileConfiguration']","Number of TempDB data files should correlate with the number of (logical) processors on the machine. As a general rule, if the number of logical processors is less than or equal to 8, use the same number of data files as logical processors. If the number of logical processors is greater than 8, use 8 data files and then if contention continues, increase the number of data files by multiples of 4 until the contention is reduced to acceptable levels or make changes to the workload/code.",https://support.microsoft.com/kb/2154845,"[{'id': 'DatabaseMasterFiles', 'params': {'dbId': 2, 'type': 0}, 'transform': {'type': 'aggregate', 'map': {'physical_name': 'count'}}}, 'ServerInstanceConfiguration']",Server,/^(Windows|Linux)$/,OnPremises,"[11.0,)",,
TempDBFilesAutoGrowth,Warning,TempDB data files have different auto growth settings,Make Autogrowth settings the same for each TempDB data file,"['DefaultRuleset', 'TempDB', 'Performance', 'DBFileConfiguration']","TempDB data files should be of equal size within each filegroup, as SQL Server uses a proportional-fill algorithm that favors allocations in files with more free space.",https://docs.microsoft.com/sql/relational-databases/databases/tempdb-database,"[{'id': 'DatabaseMasterFiles', 'params': {'dbId': 2, 'type': 0}, 'transform': {'type': 'aggregate', 'map': {'growth': 'count', 'is_percent_growth': 'count'}}}]",Server,/^(Windows|Linux)$/,OnPremises,"[11.0,)",,
FilesAutogrowth,Warning,Database files have Autogrowth setting over 1GB,Set File Growth to less than 1GB for files: @{FileName},"['DefaultRuleset', 'Performance', 'DBFileConfiguration']","A data or log file will be extended with auto-growth value to prevent the lack of free space in files. This process can perform significant impact on SQL Server performance if auto-growth value gets over 1 GB. By default, SQL Server will put zeros to a newly allocated space. And the more space it takes, the more time it takes to initialize it.",https://support.microsoft.com/help/315512/considerations-for-the-autogrow-and-autoshrink-settings-in-sql-server,['Autogrow1GB'],Database,/^(Windows|Linux)$/,"OnPremises, ManagedInstance","[13.0.4001,)",,
DuplicateIndexes,Warning,There are tables with duplicate indexes,Consider removing duplicate indexes in table @{Table}: @{ToDelete},"['DefaultRuleset', 'Performance', 'Indexes']",There are tables with duplicate indexes according to their definitions. We recommended to revise all these objects as soon as possible.,https://docs.microsoft.com/sql/relational-databases/sql-server-index-design-guide,"[{'id': 'IndexesDefinitions', 'transform': {'type': 'duplicateIndexes'}}]",Database,/^(Windows|Linux)$/,"OnPremises, ManagedInstance","[11.0,)",/^(master|model|msdb|tempdb)$/,
RedundantIndexes,Warning,There are tables with possibly redundant indexes,Consider removing redundant indexes in table @{Table}: @{Indexes},"['DefaultRuleset', 'Performance', 'Indexes']",There are tables with possibly redundant indexes according to the set of key and included columns. We recommended to revise all these objects as soon as possible.,https://docs.microsoft.com/sql/relational-databases/sql-server-index-design-guide,"[{'id': 'IndexesDefinitions', 'transform': {'type': 'redundantIndexes'}}]",Database,/^(Windows|Linux)$/,"OnPremises, ManagedInstance","[11.0,)",/^(master|model|msdb|tempdb)$/,
UserObjectsInMaster,Warning,User objects in database master,Remove user objects from database master: @{Object_Name},"['DefaultRuleset', 'masterDB', 'Backup']","We highly recommend you not create user objects in the master database. If it's unavoidable for some reason, make sure to back up the database more frequently.",https://docs.microsoft.com/sql/relational-databases/databases/master-database,['UserObjectsCountInMasterDB'],Database,/^(Windows|Linux)$/,"OnPremises, ManagedInstance","[11.0,)",,
HighCPUUsage,Warning,High CPU usage on server,"Investigate high CPU utilization on server hosting this instance. Last 2 hours: total CPU usage is ~@{AVGTotalCPUUsage}%, usage by SQL Server is ~@{AVGSQLCPUUsage}%","['DefaultRuleset', 'Performance', 'CPU']","Keeping CPU usage rates within normal ranges is vital for servers hosting SQL Server instances. A continually high rate of CPU usage may indicate the need to upgrade the CPU or add multiple processors. Alternatively, a high CPU usage rate may indicate a poorly tuned or designed application. Optimizing the application can lower CPU utilization.",https://docs.microsoft.com/sql/relational-databases/performance-monitor/monitor-cpu-usage,['CpuUsage'],Server,Windows,"OnPremises, ManagedInstance","[11.0,)",,70
ReplErrors24H,Warning,Replication errors in the last 24 hours,Review replication errors for the following publications: @{publication},"['DefaultRuleset', 'Replication']",This check searches for errors in distribution database agent's history table for the last 24 hours.,https://docs.microsoft.com/sql/relational-databases/replication/sql-server-replication,['ReplicationErrors'],Server,/^(Windows|Linux)$/,"OnPremises, ManagedInstance","[11.0,)",,
AgentAlertsSeverity10,Warning,Agent doesn't rise alerts for errors with severity 10,Consider creating alerts for the following errors: @{error_ids},"['DefaultRuleset', 'Agent']","Events are generated by SQL Server and entered into the Microsoft Windows application log. SQL Server Agent reads the application log and compares events written there to alerts that you have defined. When SQL Server Agent finds a match, it fires an alert, which is an automated response to an event. In addition to monitoring SQL Server events, SQL Server Agent can also monitor performance conditions and Windows Management Instrumentation (WMI) events.",https://docs.microsoft.com/sql/ssms/agent/alerts,['SysAlerts'],Server,/^(Windows|Linux)$/,"OnPremises, ManagedInstance","[11.0,)",,
AgentAlertsSeverity16,Warning,Agent doesn't rise alerts for errors with severity 16,Consider creating alerts for the following errors: @{error_ids},"['DefaultRuleset', 'Agent']","Events are generated by SQL Server and entered into the Microsoft Windows application log. SQL Server Agent reads the application log and compares events written there to alerts that you have defined. When SQL Server Agent finds a match, it fires an alert, which is an automated response to an event. In addition to monitoring SQL Server events, SQL Server Agent can also monitor performance conditions and Windows Management Instrumentation (WMI) events.",https://docs.microsoft.com/sql/ssms/agent/alerts,['SysAlerts'],Server,/^(Windows|Linux)$/,"OnPremises, ManagedInstance","[11.0,)",,
AgentAlertsSeverity17,Warning,Agent doesn't rise alerts for errors with severity 17,Consider creating alerts for the following errors: @{error_ids},"['DefaultRuleset', 'Agent']","Events are generated by SQL Server and entered into the Microsoft Windows application log. SQL Server Agent reads the application log and compares events written there to alerts that you have defined. When SQL Server Agent finds a match, it fires an alert, which is an automated response to an event. In addition to monitoring SQL Server events, SQL Server Agent can also monitor performance conditions and Windows Management Instrumentation (WMI) events.",https://docs.microsoft.com/sql/ssms/agent/alerts,['SysAlerts'],Server,/^(Windows|Linux)$/,"OnPremises, ManagedInstance","[11.0,)",,
